Scale, Error, Expectation
5.3905e+06, 2.46494e-10, -11.1971
5.391e+06, 2.46471e-10, -11.1968
5.3915e+06, 2.46448e-10, -11.1966
5.392e+06, 2.46425e-10, -11.1964
5.3925e+06, 2.46402e-10, -11.1962
5.393e+06, 2.4638e-10, -11.196
5.3935e+06, 2.46357e-10, -11.1958
5.394e+06, 2.46334e-10, -11.1956
5.3945e+06, 2.46311e-10, -11.1953
5.395e+06, 2.46288e-10, -11.1951
5.3955e+06, 2.46265e-10, -11.1949
5.396e+06, 2.46243e-10, -11.1947
5.3965e+06, 2.4622e-10, -11.1945
5.397e+06, 2.46197e-10, -11.1943
5.3975e+06, 2.46174e-10, -11.194
5.398e+06, 2.46151e-10, -11.1938
5.3985e+06, 2.46129e-10, -11.1936
5.399e+06, 2.46106e-10, -11.1934
5.3995e+06, 2.46083e-10, -11.1932
5.4e+06, 2.4606e-10, -11.193
5.4005e+06, 2.46037e-10, -11.1928
5.401e+06, 2.46015e-10, -11.1925
5.4015e+06, 2.45992e-10, -11.1923
5.402e+06, 2.45969e-10, -11.1921
5.4025e+06, 2.45946e-10, -11.1919
5.403e+06, 2.45924e-10, -11.1917
5.4035e+06, 2.45901e-10, -11.1915
5.404e+06, 2.45878e-10, -11.1912
5.4045e+06, 2.45855e-10, -11.191
5.405e+06, 2.45833e-10, -11.1908
5.4055e+06, 2.4581e-10, -11.1906
5.406e+06, 2.45787e-10, -11.1904
5.4065e+06, 2.45764e-10, -11.1902
5.407e+06, 2.45742e-10, -11.1899
5.4075e+06, 2.45719e-10, -11.1897
5.408e+06, 2.45696e-10, -11.1895
5.4085e+06, 2.45673e-10, -11.1893
5.409e+06, 2.45651e-10, -11.1891
5.4095e+06, 2.45628e-10, -11.1889
5.41e+06, 2.45605e-10, -11.1887
5.4105e+06, 2.45583e-10, -11.1884
5.411e+06, 2.4556e-10, -11.1882
5.4115e+06, 2.45537e-10, -11.188
5.412e+06, 2.45515e-10, -11.1878
5.4125e+06, 2.45492e-10, -11.1876
5.413e+06, 2.45469e-10, -11.1873
5.4135e+06, 2.45447e-10, -11.1871
5.414e+06, 2.45424e-10, -11.1869
5.4145e+06, 2.45401e-10, -11.1867
5.415e+06, 2.45379e-10, -11.1865
5.4155e+06, 2.45356e-10, -11.1863
5.416e+06, 2.45333e-10, -11.186
5.4165e+06, 2.45311e-10, -11.1858
5.417e+06, 2.45288e-10, -11.1856
5.4175e+06, 2.45265e-10, -11.1854
5.418e+06, 2.45243e-10, -11.1852
5.4185e+06, 2.4522e-10, -11.185
5.419e+06, 2.45197e-10, -11.1847
5.4195e+06, 2.45175e-10, -11.1845
5.42e+06, 2.45152e-10, -11.1843
5.4205e+06, 2.4513e-10, -11.1841
5.421e+06, 2.45107e-10, -11.1839
5.4215e+06, 2.45084e-10, -11.1837
5.422e+06, 2.45062e-10, -11.1834
5.4225e+06, 2.45039e-10, -11.1832
5.423e+06, 2.45017e-10, -11.183
5.4235e+06, 2.44994e-10, -11.1828
5.424e+06, 2.44971e-10, -11.1826
5.4245e+06, 2.44949e-10, -11.1823
5.425e+06, 2.44926e-10, -11.1821
5.4255e+06, 2.44904e-10, -11.1819
5.426e+06, 2.44881e-10, -11.1817
5.4265e+06, 2.44859e-10, -11.1815
5.427e+06, 2.44836e-10, -11.1812
5.4275e+06, 2.44813e-10, -11.181
5.428e+06, 2.44791e-10, -11.1808
5.4285e+06, 2.44768e-10, -11.1806
5.429e+06, 2.44746e-10, -11.1804
5.4295e+06, 2.44723e-10, -11.1801
5.43e+06, 2.44701e-10, -11.1799
5.4305e+06, 2.44678e-10, -11.1797
5.431e+06, 2.44656e-10, -11.1795
5.4315e+06, 2.44633e-10, -11.1793
5.432e+06, 2.44611e-10, -11.1791
5.4325e+06, 2.44588e-10, -11.1788
5.433e+06, 2.44566e-10, -11.1786
5.4335e+06, 2.44543e-10, -11.1784
5.434e+06, 2.44521e-10, -11.1782
5.4345e+06, 2.44498e-10, -11.178
5.435e+06, 2.44476e-10, -11.1777
5.4355e+06, 2.44453e-10, -11.1775
5.436e+06, 2.44431e-10, -11.1773
5.4365e+06, 2.44408e-10, -11.1771
5.437e+06, 2.44386e-10, -11.1769
5.4375e+06, 2.44363e-10, -11.1766
5.438e+06, 2.44341e-10, -11.1764
5.4385e+06, 2.44318e-10, -11.1762
5.439e+06, 2.44296e-10, -11.176
5.4395e+06, 2.44273e-10, -11.1758
5.44e+06, 2.44251e-10, -11.1755
5.4405e+06, 2.44228e-10, -11.1753
5.441e+06, 2.44206e-10, -11.1751
5.4415e+06, 2.44184e-10, -11.1749
5.442e+06, 2.44161e-10, -11.1747
5.4425e+06, 2.44139e-10, -11.1744
5.443e+06, 2.44116e-10, -11.1742
5.4435e+06, 2.44094e-10, -11.174
5.444e+06, 2.44071e-10, -11.1738
5.4445e+06, 2.44049e-10, -11.1736
5.445e+06, 2.44027e-10, -11.1733
5.4455e+06, 2.44004e-10, -11.1731
5.446e+06, 2.43982e-10, -11.1729
5.4465e+06, 2.43959e-10, -11.1727
5.447e+06, 2.43937e-10, -11.1725
5.4475e+06, 2.43915e-10, -11.1722
5.448e+06, 2.43892e-10, -11.172
5.4485e+06, 2.4387e-10, -11.1718
5.449e+06, 2.43847e-10, -11.1716
5.4495e+06, 2.43825e-10, -11.1713
5.45e+06, 2.43803e-10, -11.1711
5.4505e+06, 2.4378e-10, -11.1709
5.451e+06, 2.43758e-10, -11.1707
5.4515e+06, 2.43736e-10, -11.1705
5.452e+06, 2.43713e-10, -11.1702
5.4525e+06, 2.43691e-10, -11.17
5.453e+06, 2.43669e-10, -11.1698
5.4535e+06, 2.43646e-10, -11.1696
5.454e+06, 2.43624e-10, -11.1694
5.4545e+06, 2.43602e-10, -11.1691
5.455e+06, 2.43579e-10, -11.1689
5.4555e+06, 2.43557e-10, -11.1687
5.456e+06, 2.43535e-10, -11.1685
5.4565e+06, 2.43512e-10, -11.1682
5.457e+06, 2.4349e-10, -11.168
5.4575e+06, 2.43468e-10, -11.1678
5.458e+06, 2.43445e-10, -11.1676
5.4585e+06, 2.43423e-10, -11.1673
5.459e+06, 2.43401e-10, -11.1671
5.4595e+06, 2.43378e-10, -11.1669
5.46e+06, 2.43356e-10, -11.1667
5.4605e+06, 2.43334e-10, -11.1665
5.461e+06, 2.43312e-10, -11.1662
5.4615e+06, 2.43289e-10, -11.166
5.462e+06, 2.43267e-10, -11.1658
5.4625e+06, 2.43245e-10, -11.1656
5.463e+06, 2.43223e-10, -11.1653
5.4635e+06, 2.432e-10, -11.1651
5.464e+06, 2.43178e-10, -11.1649
5.4645e+06, 2.43156e-10, -11.1647
5.465e+06, 2.43134e-10, -11.1644
5.4655e+06, 2.43111e-10, -11.1642
5.466e+06, 2.43089e-10, -11.164
5.4665e+06, 2.43067e-10, -11.1638
5.467e+06, 2.43045e-10, -11.1636
5.4675e+06, 2.43022e-10, -11.1633
5.468e+06, 2.43e-10, -11.1631
5.4685e+06, 2.42978e-10, -11.1629
5.469e+06, 2.42956e-10, -11.1627
5.4695e+06, 2.42934e-10, -11.1624
5.47e+06, 2.42911e-10, -11.1622
5.4705e+06, 2.42889e-10, -11.162
5.471e+06, 2.42867e-10, -11.1618
5.4715e+06, 2.42845e-10, -11.1615
5.472e+06, 2.42823e-10, -11.1613
5.4725e+06, 2.428e-10, -11.1611
5.473e+06, 2.42778e-10, -11.1609
5.4735e+06, 2.42756e-10, -11.1606
5.474e+06, 2.42734e-10, -11.1604
5.4745e+06, 2.42712e-10, -11.1602
5.475e+06, 2.42689e-10, -11.16
5.4755e+06, 2.42667e-10, -11.1598
5.476e+06, 2.42645e-10, -11.1595
5.4765e+06, 2.42623e-10, -11.1593
5.477e+06, 2.42601e-10, -11.1591
5.4775e+06, 2.42579e-10, -11.1589
5.478e+06, 2.42557e-10, -11.1586
5.4785e+06, 2.42534e-10, -11.1584
5.479e+06, 2.42512e-10, -11.1582
5.4795e+06, 2.4249e-10, -11.158
5.48e+06, 2.42468e-10, -11.1577
5.4805e+06, 2.42446e-10, -11.1575
5.481e+06, 2.42424e-10, -11.1573
5.4815e+06, 2.42402e-10, -11.1571
5.482e+06, 2.4238e-10, -11.1568
5.4825e+06, 2.42357e-10, -11.1566
5.483e+06, 2.42335e-10, -11.1564
5.4835e+06, 2.42313e-10, -11.1562
5.484e+06, 2.42291e-10, -11.1559
5.4845e+06, 2.42269e-10, -11.1557
5.485e+06, 2.42247e-10, -11.1555
5.4855e+06, 2.42225e-10, -11.1553
5.486e+06, 2.42203e-10, -11.155
5.4865e+06, 2.42181e-10, -11.1548
5.487e+06, 2.42159e-10, -11.1546
5.4875e+06, 2.42137e-10, -11.1544
5.488e+06, 2.42115e-10, -11.1541
5.4885e+06, 2.42093e-10, -11.1539
5.489e+06, 2.4207e-10, -11.1537
5.4895e+06, 2.42048e-10, -11.1535
5.49e+06, 2.42026e-10, -11.1532
5.4905e+06, 2.42004e-10, -11.153
5.491e+06, 2.41982e-10, -11.1528
5.4915e+06, 2.4196e-10, -11.1525
5.492e+06, 2.41938e-10, -11.1523
5.4925e+06, 2.41916e-10, -11.1521
5.493e+06, 2.41894e-10, -11.1519
5.4935e+06, 2.41872e-10, -11.1516
5.494e+06, 2.4185e-10, -11.1514
5.4945e+06, 2.41828e-10, -11.1512
5.495e+06, 2.41806e-10, -11.151
5.4955e+06, 2.41784e-10, -11.1507
5.496e+06, 2.41762e-10, -11.1505
5.4965e+06, 2.4174e-10, -11.1503
5.497e+06, 2.41718e-10, -11.1501
5.4975e+06, 2.41696e-10, -11.1498
5.498e+06, 2.41674e-10, -11.1496
5.4985e+06, 2.41652e-10, -11.1494
5.499e+06, 2.4163e-10, -11.1491
5.4995e+06, 2.41608e-10, -11.1489
5.5e+06, 2.41586e-10, -11.1487
5.5005e+06, 2.41564e-10, -11.1485
5.501e+06, 2.41542e-10, -11.1482
5.5015e+06, 2.4152e-10, -11.148
5.502e+06, 2.41499e-10, -11.1478
5.5025e+06, 2.41477e-10, -11.1476
5.503e+06, 2.41455e-10, -11.1473
5.5035e+06, 2.41433e-10, -11.1471
5.504e+06, 2.41411e-10, -11.1469
5.5045e+06, 2.41389e-10, -11.1466
5.505e+06, 2.41367e-10, -11.1464
5.5055e+06, 2.41345e-10, -11.1462
5.506e+06, 2.41323e-10, -11.146
5.5065e+06, 2.41301e-10, -11.1457
5.507e+06, 2.41279e-10, -11.1455
5.5075e+06, 2.41257e-10, -11.1453
5.508e+06, 2.41235e-10, -11.145
5.5085e+06, 2.41214e-10, -11.1448
5.509e+06, 2.41192e-10, -11.1446
5.5095e+06, 2.4117e-10, -11.1444
5.51e+06, 2.41148e-10, -11.1441
5.5105e+06, 2.41126e-10, -11.1439
5.511e+06, 2.41104e-10, -11.1437
5.5115e+06, 2.41082e-10, -11.1435
5.512e+06, 2.4106e-10, -11.1432
5.5125e+06, 2.41039e-10, -11.143
5.513e+06, 2.41017e-10, -11.1428
5.5135e+06, 2.40995e-10, -11.1425
5.514e+06, 2.40973e-10, -11.1423
5.5145e+06, 2.40951e-10, -11.1421
5.515e+06, 2.40929e-10, -11.1419
5.5155e+06, 2.40907e-10, -11.1416
5.516e+06, 2.40886e-10, -11.1414
5.5165e+06, 2.40864e-10, -11.1412
5.517e+06, 2.40842e-10, -11.1409
5.5175e+06, 2.4082e-10, -11.1407
5.518e+06, 2.40798e-10, -11.1405
5.5185e+06, 2.40776e-10, -11.1402
5.519e+06, 2.40755e-10, -11.14
5.5195e+06, 2.40733e-10, -11.1398
5.52e+06, 2.40711e-10, -11.1396
5.5205e+06, 2.40689e-10, -11.1393
5.521e+06, 2.40667e-10, -11.1391
5.5215e+06, 2.40646e-10, -11.1389
5.522e+06, 2.40624e-10, -11.1386
5.5225e+06, 2.40602e-10, -11.1384
5.523e+06, 2.4058e-10, -11.1382
5.5235e+06, 2.40558e-10, -11.138
5.524e+06, 2.40537e-10, -11.1377
5.5245e+06, 2.40515e-10, -11.1375
5.525e+06, 2.40493e-10, -11.1373
5.5255e+06, 2.40471e-10, -11.137
5.526e+06, 2.4045e-10, -11.1368
5.5265e+06, 2.40428e-10, -11.1366
5.527e+06, 2.40406e-10, -11.1363
5.5275e+06, 2.40384e-10, -11.1361
5.528e+06, 2.40363e-10, -11.1359
5.5285e+06, 2.40341e-10, -11.1357
5.529e+06, 2.40319e-10, -11.1354
5.5295e+06, 2.40297e-10, -11.1352
5.53e+06, 2.40276e-10, -11.135
5.5305e+06, 2.40254e-10, -11.1347
5.531e+06, 2.40232e-10, -11.1345
5.5315e+06, 2.40211e-10, -11.1343
5.532e+06, 2.40189e-10, -11.134
5.5325e+06, 2.40167e-10, -11.1338
5.533e+06, 2.40145e-10, -11.1336
5.5335e+06, 2.40124e-10, -11.1334
5.534e+06, 2.40102e-10, -11.1331
5.5345e+06, 2.4008e-10, -11.1329
5.535e+06, 2.40059e-10, -11.1327
5.5355e+06, 2.40037e-10, -11.1324
5.536e+06, 2.40015e-10, -11.1322
5.5365e+06, 2.39994e-10, -11.132
5.537e+06, 2.39972e-10, -11.1317
5.5375e+06, 2.3995e-10, -11.1315
5.538e+06, 2.39929e-10, -11.1313
5.5385e+06, 2.39907e-10, -11.131
5.539e+06, 2.39885e-10, -11.1308
5.5395e+06, 2.39864e-10, -11.1306
5.54e+06, 2.39842e-10, -11.1303
5.5405e+06, 2.3982e-10, -11.1301
5.541e+06, 2.39799e-10, -11.1299
5.5415e+06, 2.39777e-10, -11.1297
5.542e+06, 2.39755e-10, -11.1294
5.5425e+06, 2.39734e-10, -11.1292
5.543e+06, 2.39712e-10, -11.129
5.5435e+06, 2.39691e-10, -11.1287
5.544e+06, 2.39669e-10, -11.1285
5.5445e+06, 2.39647e-10, -11.1283
5.545e+06, 2.39626e-10, -11.128
5.5455e+06, 2.39604e-10, -11.1278
5.546e+06, 2.39583e-10, -11.1276
5.5465e+06, 2.39561e-10, -11.1273
5.547e+06, 2.39539e-10, -11.1271
5.5475e+06, 2.39518e-10, -11.1269
5.548e+06, 2.39496e-10, -11.1266
5.5485e+06, 2.39475e-10, -11.1264
5.549e+06, 2.39453e-10, -11.1262
5.5495e+06, 2.39431e-10, -11.1259
5.55e+06, 2.3941e-10, -11.1257
5.5505e+06, 2.39388e-10, -11.1255
5.551e+06, 2.39367e-10, -11.1252
5.5515e+06, 2.39345e-10, -11.125
5.552e+06, 2.39324e-10, -11.1248
5.5525e+06, 2.39302e-10, -11.1245
5.553e+06, 2.39281e-10, -11.1243
5.5535e+06, 2.39259e-10, -11.1241
5.554e+06, 2.39237e-10, -11.1239
5.5545e+06, 2.39216e-10, -11.1236
5.555e+06, 2.39194e-10, -11.1234
5.5555e+06, 2.39173e-10, -11.1231
5.556e+06, 2.39151e-10, -11.1229
5.5565e+06, 2.3913e-10, -11.1227
5.557e+06, 2.39108e-10, -11.1224
5.5575e+06, 2.39087e-10, -11.1222
5.558e+06, 2.39065e-10, -11.122
5.5585e+06, 2.39044e-10, -11.1217
5.559e+06, 2.39022e-10, -11.1215
5.5595e+06, 2.39001e-10, -11.1213
5.56e+06, 2.38979e-10, -11.121
5.5605e+06, 2.38958e-10, -11.1208
5.561e+06, 2.38936e-10, -11.1206
5.5615e+06, 2.38915e-10, -11.1203
5.562e+06, 2.38893e-10, -11.1201
5.5625e+06, 2.38872e-10, -11.1199
5.563e+06, 2.3885e-10, -11.1196
5.5635e+06, 2.38829e-10, -11.1194
5.564e+06, 2.38807e-10, -11.1192
5.5645e+06, 2.38786e-10, -11.1189
5.565e+06, 2.38765e-10, -11.1187
5.5655e+06, 2.38743e-10, -11.1185
5.566e+06, 2.38722e-10, -11.1182
5.5665e+06, 2.387e-10, -11.118
5.567e+06, 2.38679e-10, -11.1178
5.5675e+06, 2.38657e-10, -11.1175
5.568e+06, 2.38636e-10, -11.1173
5.5685e+06, 2.38614e-10, -11.1171
5.569e+06, 2.38593e-10, -11.1168
5.5695e+06, 2.38572e-10, -11.1166
5.57e+06, 2.3855e-10, -11.1163
5.5705e+06, 2.38529e-10, -11.1161
5.571e+06, 2.38507e-10, -11.1159
5.5715e+06, 2.38486e-10, -11.1156
5.572e+06, 2.38465e-10, -11.1154
5.5725e+06, 2.38443e-10, -11.1152
5.573e+06, 2.38422e-10, -11.1149
5.5735e+06, 2.384e-10, -11.1147
5.574e+06, 2.38379e-10, -11.1145
5.5745e+06, 2.38358e-10, -11.1142
5.575e+06, 2.38336e-10, -11.114
5.5755e+06, 2.38315e-10, -11.1138
5.576e+06, 2.38294e-10, -11.1135
5.5765e+06, 2.38272e-10, -11.1133
5.577e+06, 2.38251e-10, -11.1131
5.5775e+06, 2.38229e-10, -11.1128
5.578e+06, 2.38208e-10, -11.1126
5.5785e+06, 2.38187e-10, -11.1124
5.579e+06, 2.38165e-10, -11.1121
5.5795e+06, 2.38144e-10, -11.1119
5.58e+06, 2.38123e-10, -11.1116
5.5805e+06, 2.38101e-10, -11.1114
5.581e+06, 2.3808e-10, -11.1112
5.5815e+06, 2.38059e-10, -11.1109
5.582e+06, 2.38037e-10, -11.1107
5.5825e+06, 2.38016e-10, -11.1105
5.583e+06, 2.37995e-10, -11.1102
5.5835e+06, 2.37973e-10, -11.11
5.584e+06, 2.37952e-10, -11.1097
5.5845e+06, 2.37931e-10, -11.1095
5.585e+06, 2.3791e-10, -11.1093
5.5855e+06, 2.37888e-10, -11.109
5.586e+06, 2.37867e-10, -11.1088
5.5865e+06, 2.37846e-10, -11.1086
5.587e+06, 2.37824e-10, -11.1083
5.5875e+06, 2.37803e-10, -11.1081
5.588e+06, 2.37782e-10, -11.1079
5.5885e+06, 2.37761e-10, -11.1076
5.589e+06, 2.37739e-10, -11.1074
5.5895e+06, 2.37718e-10, -11.1071
5.59e+06, 2.37697e-10, -11.1069
5.5905e+06, 2.37675e-10, -11.1067
5.591e+06, 2.37654e-10, -11.1064
5.5915e+06, 2.37633e-10, -11.1062
5.592e+06, 2.37612e-10, -11.106
5.5925e+06, 2.3759e-10, -11.1057
5.593e+06, 2.37569e-10, -11.1055
5.5935e+06, 2.37548e-10, -11.1052
5.594e+06, 2.37527e-10, -11.105
5.5945e+06, 2.37506e-10, -11.1048
5.595e+06, 2.37484e-10, -11.1045
5.5955e+06, 2.37463e-10, -11.1043
5.596e+06, 2.37442e-10, -11.1041
5.5965e+06, 2.37421e-10, -11.1038
5.597e+06, 2.37399e-10, -11.1036
5.5975e+06, 2.37378e-10, -11.1033
5.598e+06, 2.37357e-10, -11.1031
5.5985e+06, 2.37336e-10, -11.1029
5.599e+06, 2.37315e-10, -11.1026
5.5995e+06, 2.37293e-10, -11.1024
5.6e+06, 2.37272e-10, -11.1022
5.6005e+06, 2.37251e-10, -11.1019
5.601e+06, 2.3723e-10, -11.1017
5.6015e+06, 2.37209e-10, -11.1014
5.602e+06, 2.37188e-10, -11.1012
5.6025e+06, 2.37166e-10, -11.101
5.603e+06, 2.37145e-10, -11.1007
5.6035e+06, 2.37124e-10, -11.1005
5.604e+06, 2.37103e-10, -11.1002
5.6045e+06, 2.37082e-10, -11.1
5.605e+06, 2.37061e-10, -11.0998
5.6055e+06, 2.37039e-10, -11.0995
5.606e+06, 2.37018e-10, -11.0993
5.6065e+06, 2.36997e-10, -11.099
5.607e+06, 2.36976e-10, -11.0988
5.6075e+06, 2.36955e-10, -11.0986
5.608e+06, 2.36934e-10, -11.0983
5.6085e+06, 2.36913e-10, -11.0981
5.609e+06, 2.36892e-10, -11.0979
5.6095e+06, 2.3687e-10, -11.0976
5.61e+06, 2.36849e-10, -11.0974
5.6105e+06, 2.36828e-10, -11.0971
5.611e+06, 2.36807e-10, -11.0969
5.6115e+06, 2.36786e-10, -11.0967
5.612e+06, 2.36765e-10, -11.0964
5.6125e+06, 2.36744e-10, -11.0962
5.613e+06, 2.36723e-10, -11.0959
5.6135e+06, 2.36702e-10, -11.0957
5.614e+06, 2.36681e-10, -11.0955
5.6145e+06, 2.36659e-10, -11.0952
5.615e+06, 2.36638e-10, -11.095
5.6155e+06, 2.36617e-10, -11.0947
5.616e+06, 2.36596e-10, -11.0945
5.6165e+06, 2.36575e-10, -11.0943
5.617e+06, 2.36554e-10, -11.094
5.6175e+06, 2.36533e-10, -11.0938
5.618e+06, 2.36512e-10, -11.0935
5.6185e+06, 2.36491e-10, -11.0933
5.619e+06, 2.3647e-10, -11.0931
5.6195e+06, 2.36449e-10, -11.0928
5.62e+06, 2.36428e-10, -11.0926
5.6205e+06, 2.36407e-10, -11.0923
5.621e+06, 2.36386e-10, -11.0921
5.6215e+06, 2.36365e-10, -11.0919
5.622e+06, 2.36344e-10, -11.0916
5.6225e+06, 2.36323e-10, -11.0914
5.623e+06, 2.36302e-10, -11.0911
5.6235e+06, 2.36281e-10, -11.0909
5.624e+06, 2.3626e-10, -11.0907
5.6245e+06, 2.36239e-10, -11.0904
5.625e+06, 2.36218e-10, -11.0902
5.6255e+06, 2.36197e-10, -11.0899
5.626e+06, 2.36176e-10, -11.0897
5.6265e+06, 2.36155e-10, -11.0895
5.627e+06, 2.36134e-10, -11.0892
5.6275e+06, 2.36113e-10, -11.089
5.628e+06, 2.36092e-10, -11.0887
5.6285e+06, 2.36071e-10, -11.0885
5.629e+06, 2.3605e-10, -11.0882
5.6295e+06, 2.36029e-10, -11.088
5.63e+06, 2.36008e-10, -11.0878
5.6305e+06, 2.35987e-10, -11.0875
5.631e+06, 2.35966e-10, -11.0873
5.6315e+06, 2.35945e-10, -11.087
5.632e+06, 2.35924e-10, -11.0868
5.6325e+06, 2.35903e-10, -11.0866
5.633e+06, 2.35882e-10, -11.0863
5.6335e+06, 2.35861e-10, -11.0861
5.634e+06, 2.3584e-10, -11.0858
5.6345e+06, 2.35819e-10, -11.0856
5.635e+06, 2.35799e-10, -11.0853
5.6355e+06, 2.35778e-10, -11.0851
5.636e+06, 2.35757e-10, -11.0849
5.6365e+06, 2.35736e-10, -11.0846
5.637e+06, 2.35715e-10, -11.0844
5.6375e+06, 2.35694e-10, -11.0841
5.638e+06, 2.35673e-10, -11.0839
5.6385e+06, 2.35652e-10, -11.0837
5.639e+06, 2.35631e-10, -11.0834
5.6395e+06, 2.3561e-10, -11.0832
5.64e+06, 2.35589e-10, -11.0829
5.6405e+06, 2.35569e-10, -11.0827
5.641e+06, 2.35548e-10, -11.0824
5.6415e+06, 2.35527e-10, -11.0822
5.642e+06, 2.35506e-10, -11.0819
5.6425e+06, 2.35485e-10, -11.0817
5.643e+06, 2.35464e-10, -11.0815
5.6435e+06, 2.35443e-10, -11.0812
5.644e+06, 2.35423e-10, -11.081
5.6445e+06, 2.35402e-10, -11.0807
5.645e+06, 2.35381e-10, -11.0805
5.6455e+06, 2.3536e-10, -11.0802
5.646e+06, 2.35339e-10, -11.08
5.6465e+06, 2.35318e-10, -11.0798
5.647e+06, 2.35297e-10, -11.0795
5.6475e+06, 2.35277e-10, -11.0793
5.648e+06, 2.35256e-10, -11.079
5.6485e+06, 2.35235e-10, -11.0788
5.649e+06, 2.35214e-10, -11.0785
5.6495e+06, 2.35193e-10, -11.0783
5.65e+06, 2.35173e-10, -11.0781
5.6505e+06, 2.35152e-10, -11.0778
5.651e+06, 2.35131e-10, -11.0776
5.6515e+06, 2.3511e-10, -11.0773
5.652e+06, 2.35089e-10, -11.0771
5.6525e+06, 2.35069e-10, -11.0768
5.653e+06, 2.35048e-10, -11.0766
5.6535e+06, 2.35027e-10, -11.0763
5.654e+06, 2.35006e-10, -11.0761
5.6545e+06, 2.34985e-10, -11.0759
5.655e+06, 2.34965e-10, -11.0756
5.6555e+06, 2.34944e-10, -11.0754
5.656e+06, 2.34923e-10, -11.0751
5.6565e+06, 2.34902e-10, -11.0749
5.657e+06, 2.34882e-10, -11.0746
5.6575e+06, 2.34861e-10, -11.0744
5.658e+06, 2.3484e-10, -11.0742
5.6585e+06, 2.34819e-10, -11.0739
5.659e+06, 2.34799e-10, -11.0737
5.6595e+06, 2.34778e-10, -11.0734
5.66e+06, 2.34757e-10, -11.0732
5.6605e+06, 2.34736e-10, -11.0729
5.661e+06, 2.34716e-10, -11.0727
5.6615e+06, 2.34695e-10, -11.0724
5.662e+06, 2.34674e-10, -11.0722
5.6625e+06, 2.34653e-10, -11.0719
5.663e+06, 2.34633e-10, -11.0717
5.6635e+06, 2.34612e-10, -11.0715
5.664e+06, 2.34591e-10, -11.0712
5.6645e+06, 2.34571e-10, -11.071
5.665e+06, 2.3455e-10, -11.0707
5.6655e+06, 2.34529e-10, -11.0705
5.666e+06, 2.34508e-10, -11.0702
5.6665e+06, 2.34488e-10, -11.07
5.667e+06, 2.34467e-10, -11.0697
5.6675e+06, 2.34446e-10, -11.0695
5.668e+06, 2.34426e-10, -11.0693
5.6685e+06, 2.34405e-10, -11.069
5.669e+06, 2.34384e-10, -11.0688
5.6695e+06, 2.34364e-10, -11.0685
5.67e+06, 2.34343e-10, -11.0683
5.6705e+06, 2.34322e-10, -11.068
5.671e+06, 2.34302e-10, -11.0678
5.6715e+06, 2.34281e-10, -11.0675
5.672e+06, 2.3426e-10, -11.0673
5.6725e+06, 2.3424e-10, -11.067
5.673e+06, 2.34219e-10, -11.0668
5.6735e+06, 2.34198e-10, -11.0665
5.674e+06, 2.34178e-10, -11.0663
5.6745e+06, 2.34157e-10, -11.0661
5.675e+06, 2.34137e-10, -11.0658
5.6755e+06, 2.34116e-10, -11.0656
5.676e+06, 2.34095e-10, -11.0653
5.6765e+06, 2.34075e-10, -11.0651
5.677e+06, 2.34054e-10, -11.0648
5.6775e+06, 2.34033e-10, -11.0646
5.678e+06, 2.34013e-10, -11.0643
5.6785e+06, 2.33992e-10, -11.0641
5.679e+06, 2.33972e-10, -11.0638
5.6795e+06, 2.33951e-10, -11.0636
5.68e+06, 2.3393e-10, -11.0633
5.6805e+06, 2.3391e-10, -11.0631
5.681e+06, 2.33889e-10, -11.0629
5.6815e+06, 2.33869e-10, -11.0626
5.682e+06, 2.33848e-10, -11.0623
5.6825e+06, 2.33828e-10, -11.0621
5.683e+06, 2.33807e-10, -11.0619
5.6835e+06, 2.33786e-10, -11.0616
5.684e+06, 2.33766e-10, -11.0614
5.6845e+06, 2.33745e-10, -11.0611
5.685e+06, 2.33725e-10, -11.0609
5.6855e+06, 2.33704e-10, -11.0606
5.686e+06, 2.33684e-10, -11.0604
5.6865e+06, 2.33663e-10, -11.0601
5.687e+06, 2.33642e-10, -11.0599
5.6875e+06, 2.33622e-10, -11.0596
5.688e+06, 2.33601e-10, -11.0594
5.6885e+06, 2.33581e-10, -11.0591
5.689e+06, 2.3356e-10, -11.0589
5.6895e+06, 2.3354e-10, -11.0586
5.69e+06, 2.33519e-10, -11.0584
5.6905e+06, 2.33499e-10, -11.0581
5.691e+06, 2.33478e-10, -11.0579
5.6915e+06, 2.33458e-10, -11.0576
5.692e+06, 2.33437e-10, -11.0574
5.6925e+06, 2.33417e-10, -11.0571
5.693e+06, 2.33396e-10, -11.0569
5.6935e+06, 2.33376e-10, -11.0567
5.694e+06, 2.33355e-10, -11.0564
5.6945e+06, 2.33335e-10, -11.0561
5.695e+06, 2.33314e-10, -11.0559
5.6955e+06, 2.33294e-10, -11.0557
5.696e+06, 2.33273e-10, -11.0554
5.6965e+06, 2.33253e-10, -11.0552
5.697e+06, 2.33232e-10, -11.0549
5.6975e+06, 2.33212e-10, -11.0547
5.698e+06, 2.33191e-10, -11.0544
5.6985e+06, 2.33171e-10, -11.0542
5.699e+06, 2.3315e-10, -11.0539
5.6995e+06, 2.3313e-10, -11.0537
5.7e+06, 2.3311e-10, -11.0534
5.7005e+06, 2.33089e-10, -11.0532
5.701e+06, 2.33069e-10, -11.0529
5.7015e+06, 2.33048e-10, -11.0527
5.702e+06, 2.33028e-10, -11.0524
